Entity,Year,Fossil fuels per capita (kWh)
Finland,1976,41477.363
Finland,1977,40817.53
Finland,1978,43714.566
Finland,1979,45062.91
Finland,1980,44913.945
Finland,1981,38653.316
Finland,1982,36860.36
Finland,1983,35273.086
Finland,1984,36872.926
Finland,1985,39893.465
Finland,1986,40387.418
Finland,1987,42201.844
Finland,1988,41988.13
Finland,1989,42560.3
Finland,1990,44149.336
Finland,1991,43960.652
Finland,1992,42550.41
Finland,1993,42845.906
Finland,1994,46849.332
Finland,1995,42848.13
Finland,1996,46502.297
Finland,1997,45068.73
Finland,1998,44215.336
Finland,1999,44008.195
Finland,2000,43306.41
Finland,2001,45737.195
Finland,2002,47297.496
Finland,2003,52482.8
Finland,2004,48446.055
Finland,2005,42560.824
Finland,2006,48095.78
Finland,2007,46554.574
Finland,2008,42099.242
Finland,2009,39840.453
Finland,2010,44262.723
Finland,2011,39869.89
Finland,2012,35927
Finland,2013,37185.96
Finland,2014,34172.004
Finland,2015,32096.895
Finland,2016,33719.62
Finland,2017,31900.504
Finland,2018,32643.19
Finland,2019,30917.422
Finland,2020,27168.043
Finland,2021,26448.344
Finland,2022,25790.674
Finland,2023,22978.654
France,1965,25036.96
France,1966,24999.855
France,1967,26836.97
France,1968,27750.691
France,1969,30376.99
France,1970,32527.928
France,1971,33745.254
France,1972,35544.41
France,1973,38673.355
France,1974,37158.777
France,1975,34319.99
France,1976,37233.742
France,1977,36213.98
France,1978,37333.17
France,1979,37960.01
France,1980,36178.18
France,1981,32879.965
France,1982,31073.088
France,1983,30045.186
France,1984,29109.16
France,1985,28874.143
France,1986,28189.988
France,1987,28046.771
France,1988,27681.996
France,1989,28255.297
France,1990,28242.217
France,1991,30310.66
France,1992,29663.836
France,1993,28229.182
France,1994,27298.877
France,1995,28010.877
France,1996,29141.557
France,1997,28405.43
France,1998,29979.543
France,1999,29692.744
France,2000,29494.467
France,2001,29197.191
France,2002,28688.965
France,2003,29099.238
France,2004,29136.133
France,2005,28826.055
France,2006,28119.732
France,2007,27371.438
France,2008,26970.51
France,2009,25552.09
France,2010,25838.447
France,2011,24179.93
France,2012,23991.393
France,2013,23948.48
France,2014,21634.684
France,2015,22135.375
France,2016,22391.416
France,2017,22733.664
France,2018,21908.648
France,2019,21559.725
France,2020,18458.41
France,2021,19952.6
France,2022,18967.49
France,2023,17850.02
Germany,1965,38415.56
Germany,1966,38168.234
Germany,1967,37794.227
Germany,1968,40123.46
Germany,1969,43136.92
Germany,1970,45185.83
Germany,1971,45635.867
Germany,1972,47059.188
Germany,1973,49634.34
Germany,1974,48605.73
Germany,1975,46387.453
Germany,1976,49615.51
Germany,1977,49016.83
Germany,1978,50840.336
Germany,1979,53599.043
Germany,1980,51664.797
Germany,1981,49644.86
Germany,1982,47509.066
Germany,1983,48175.17
Germany,1984,49132.043
Germany,1985,49462.777
Germany,1986,49154.668
Germany,1987,48971.855
Germany,1988,48372.57
Germany,1989,47415.195
Germany,1990,46665.72
Germany,1991,45367.33
Germany,1992,43610.484
Germany,1993,43348.75
Germany,1994,42733.195
Germany,1995,42681.25
Germany,1996,44011.707
Germany,1997,42938.93
Germany,1998,42709.668
Germany,1999,41601.348
Germany,2000,41590.516
Germany,2001,42451.08
Germany,2002,41845.69
Germany,2003,41858.516
Germany,2004,41429.168
Germany,2005,40735.957
Germany,2006,41398.223
Germany,2007,39590.49
Germany,2008,39719.08
Germany,2009,37145.08
Germany,2010,38543.195
Germany,2011,37245.68
Germany,2012,37433.844
Germany,2013,38533.08
Germany,2014,36198.457
Germany,2015,36322.855
Germany,2016,37174.88
Germany,2017,37045.01
Germany,2018,35519.348
Germany,2019,33785.625
Germany,2020,30651.35
Germany,2021,32312.693
Germany,2022,31151.562
Germany,2023,28553.773
Greece,1982,19798.186
Greece,1983,20067.695
Greece,1984,20602.342
Greece,1985,21607.018
Greece,1986,21316.293
Greece,1987,23317.729
Greece,1988,24564.893
Greece,1989,26581.389
Greece,1990,27379.988
Greece,1991,27167.52
Greece,1992,27683.387
Greece,1993,27797.838
Greece,1994,27973.498
Greece,1995,28547.46
Greece,1996,28863.084
Greece,1997,29650.586
Greece,1998,31406.885
Greece,1999,30984.941
Greece,2000,32686.6
Greece,2001,33181.492
Greece,2002,32973.594
Greece,2003,34309.73
Greece,2004,34290.4
Greece,2005,34302.754
Greece,2006,35015.926
Greece,2007,36543.754
Greece,2008,35631.574
Greece,2009,33705.363
Greece,2010,31509.072
Greece,2011,31579.805
Greece,2012,29183.297
Greece,2013,26338.809
Greece,2014,25136.213
Greece,2015,24962.992
Greece,2016,24656.535
Greece,2017,26501.79
Greece,2018,26258.535
Greece,2019,25721.227
Greece,2020,21708.766
Greece,2021,23143.05
Greece,2022,24323.156
Greece,2023,23123.361
High-income countries,1965,35693.836
High-income countries,1966,37042.156
High-income countries,1967,38129.445
High-income countries,1968,40262.85
High-income countries,1969,42613.457
High-income countries,1970,44634.547
High-income countries,1971,45162.695
High-income countries,1972,46953.605
High-income countries,1973,49154.32
High-income countries,1974,47417.883
High-income countries,1975,45736.23
High-income countries,1976,48068.44
High-income countries,1977,48584.75
High-income countries,1978,49252.58
High-income countries,1979,50124.98
High-income countries,1980,48016.73
High-income countries,1981,46126.938
High-income countries,1982,44070.984
High-income countries,1983,43567.57
High-income countries,1984,44857.633
High-income countries,1985,45187.133
High-income countries,1986,45364.395
High-income countries,1987,46321.71
High-income countries,1988,47520.477
High-income countries,1989,48041.28
High-income countries,1990,47594.32
High-income countries,1991,47399.2
High-income countries,1992,47544.715
High-income countries,1993,47647.973
High-income countries,1994,48359.883
High-income countries,1995,49077.145
High-income countries,1996,50370.027
High-income countries,1997,50569.855
High-income countries,1998,50411
High-income countries,1999,50763.195
High-income countries,2000,51525.7
High-income countries,2001,51199.055
High-income countries,2002,51338.355
High-income countries,2003,51949.78
High-income countries,2004,52576.3
High-income countries,2005,52616.23
High-income countries,2006,52216.473
High-income countries,2007,52397.176
High-income countries,2008,51294.176
High-income countries,2009,48075.676
High-income countries,2010,49848.133
High-income countries,2011,49060.555
High-income countries,2012,48565.24
High-income countries,2013,48681.066
High-income countries,2014,47962.676
High-income countries,2015,47949.625
High-income countries,2016,47773.227
High-income countries,2017,47761.22
High-income countries,2018,47990.996
High-income countries,2019,46898.62
High-income countries,2020,42715.098
High-income countries,2021,44788.62
High-income countries,2022,44784.934
High-income countries,2023,43498.86
Hong Kong,1995,28937.332
Hong Kong,1996,28513.861
Hong Kong,1997,28363.01
Hong Kong,1998,28449.79
Hong Kong,1999,28398.512
Hong Kong,2000,29337.336
Hong Kong,2001,36671.152
Hong Kong,2002,35543.58
Hong Kong,2003,36507.19
Hong Kong,2004,40706.63
Hong Kong,2005,38935.48
Hong Kong,2006,41052.57
Hong Kong,2007,43421.28
Hong Kong,2008,40116.883
Hong Kong,2009,43533.855
Hong Kong,2010,45006.055
Hong Kong,2011,45834.223
Hong Kong,2012,43722.906
Hong Kong,2013,44471.938
Hong Kong,2014,43079.223
Hong Kong,2015,44025.07
Hong Kong,2016,44965.36
Hong Kong,2017,48057.836
Hong Kong,2018,48478.457
Hong Kong,2019,45845.63
Hong Kong,2020,34227.48
Hong Kong,2021,32298.6
Hong Kong,2022,28761.506
Hong Kong,2023,33182.87
Hungary,1965,18218.738
Hungary,1966,18403.693
Hungary,1967,17502.982
Hungary,1968,18092.195
Hungary,1969,19305.424
Hungary,1970,20734.062
Hungary,1971,21344.154
Hungary,1972,21967.92
Hungary,1973,23715.98
Hungary,1974,24337.646
Hungary,1975,25592.28
Hungary,1976,27193.506
Hungary,1977,28466.453
Hungary,1978,30345.412
Hungary,1979,29968.045
Hungary,1980,30051.14
Hungary,1981,29781.45
Hungary,1982,29986.365
Hungary,1983,28905.613
Hungary,1984,29467.783
Hungary,1985,29834.303
Hungary,1986,29536.457
Hungary,1987,30086.457
Hungary,1988,28752.006
Hungary,1989,27894.309
Hungary,1990,27343.215
Hungary,1991,25282.848
Hungary,1992,24051.424
Hungary,1993,23082.922
Hungary,1994,23505.172
Hungary,1995,23853.656
Hungary,1996,24372.756
Hungary,1997,23794.438
Hungary,1998,24290.766
Hungary,1999,24300.201
Hungary,2000,23508.256
Hungary,2001,24272.951
Hungary,2002,23760.182
Hungary,2003,24976.828
Hungary,2004,25068.78
Hungary,2005,26220.771
Hungary,2006,25901.496
Hungary,2007,25100.043
Hungary,2008,24410.162
Hungary,2009,22019.047
Hungary,2010,22480.566
Hungary,2011,21884.672
Hungary,2012,20133.857
Hungary,2013,18981.432
Hungary,2014,18833.666
Hungary,2015,20146.443
Hungary,2016,20611.85
Hungary,2017,22053.951
Hungary,2018,22279.477
Hungary,2019,22284.37
Hungary,2020,21629.916
Hungary,2021,22774.951
Hungary,2022,20338.37
Hungary,2023,18263.344
Iceland,2007,37098.49
India,1965,1125.2926
India,1966,1133.5355
India,1967,1134.5189
India,1968,1176.4385
India,1969,1271.7704
India,1970,1201.8425
India,1971,1215.6349
India,1972,1265.2268
India,1973,1251.0247
India,1974,1313.2266
India,1975,1361.0214
India,1976,1394.942
India,1977,1441.1593
India,1978,1423.5167
India,1979,1491.5619
India,1980,1503.5441
India,1981,1637.8589
India,1982,1621.7012
India,1983,1681.703
India,1984,1744.3007
India,1985,1817.7192
India,1986,1912.4452
India,1987,2014.1486
India,1988,2139.258
India,1989,2282.3818
India,1990,2396.4678
India,1991,2467.0754
India,1992,2563.7466
India,1993,2578.222
India,1994,2649.131
India,1995,2814.2717
India,1996,2896.9954
India,1997,3002.7327
India,1998,3096.229
India,1999,3130.572
India,2000,3248.5781
India,2001,3208.9155
India,2002,3280.0996
India,2003,3346.9622
India,2004,3500.132
India,2005,3680.3704
India,2006,3787.7646
India,2007,4047.9866
India,2008,4259.3423
India,2009,4548.835
India,2010,4664.287
India,2011,4784.8174
India,2012,5018.8647
India,2013,5085.1323
India,2014,5363.6274
India,2015,5491.542
India,2016,5684.7876
India,2017,5805.1807
India,2018,6038.0254
India,2019,6054.0767
India,2020,5626.037
India,2021,6085.2295
India,2022,6315.175
India,2023,6768.019
Indonesia,1965,782.1327
Indonesia,1966,742.3492
Indonesia,1967,705.97253
Indonesia,1968,721.00476
Indonesia,1969,798.989
Indonesia,1970,820.8075
Indonesia,1971,826.59186
Indonesia,1972,859.40314
Indonesia,1973,940.3789
Indonesia,1974,980.9496
Indonesia,1975,1178.0784
Indonesia,1976,1225.3157
Indonesia,1977,1573.1063
Indonesia,1978,1742.5056
Indonesia,1979,1937.3461
Indonesia,1980,2037.1598
Indonesia,1981,2135.4321
Indonesia,1982,2125.897
Indonesia,1983,2189.4287
Indonesia,1984,2357.7927
Indonesia,1985,2441.6423
Indonesia,1986,2529.6487
Indonesia,1987,2621.157
Indonesia,1988,2712.197
Indonesia,1989,2941.0554
Indonesia,1990,3171.8347
Indonesia,1991,3388.2236
Indonesia,1992,3634.1904
Indonesia,1993,3830.5156
Indonesia,1994,3957.8062
Indonesia,1995,4236.8105
Indonesia,1996,4471.307
Indonesia,1997,4826.3574
Indonesia,1998,4597.4136
Indonesia,1999,4953.2
Indonesia,2000,5232.2188
Indonesia,2001,5504.0815
Indonesia,2002,5605.7144
Indonesia,2003,6029.8457
Indonesia,2004,5884.49
Indonesia,2005,5974.963
Indonesia,2006,6016.228
Indonesia,2007,6363.2983
Indonesia,2008,6339.6514
Indonesia,2009,6424.887
Indonesia,2010,6814.1406
Indonesia,2011,7176.7056
Indonesia,2012,7309.236
Indonesia,2013,6826.406
Indonesia,2014,6848.658
Indonesia,2015,6921.25
Indonesia,2016,6835.9277
Indonesia,2017,7032.367
Indonesia,2018,7429.167
Indonesia,2019,7824.044
Indonesia,2020,7145.8804
Indonesia,2021,7214.8003
Indonesia,2022,9129.119
Indonesia,2023,9059.86
Iran,1965,3738.0632
Iran,1966,3959.8223
Iran,1967,4238.6714
Iran,1968,4536.7095
Iran,1969,4845.4736
Iran,1970,5578.617
Iran,1971,5943.922
Iran,1972,6504.7266
Iran,1973,7672.2925
Iran,1974,8459.183
Iran,1975,9602.463
Iran,1976,10493.931
Iran,1977,11561.291
Iran,1978,10760.527
Iran,1979,11343.947
Iran,1980,10112.76
Iran,1981,9623.314
Iran,1982,10377.374
Iran,1983,11983.22
Iran,1984,12554.952
Iran,1985,13254.686
Iran,1986,11907.342
Iran,1987,12339.324
Iran,1988,12189.086
Iran,1989,13068.735
Iran,1990,14149.599
Iran,1991,14892.835
Iran,1992,15936.93
Iran,1993,14552.688
Iran,1994,16476.475
Iran,1995,16997.062
Iran,1996,18260.553
Iran,1997,18702.89
Iran,1998,19119.72
Iran,1999,20415.078
Iran,2000,21134.986
Iran,2001,22196.268
Iran,2002,23807.547
Iran,2003,23961.666
Iran,2004,26026.557
Iran,2005,27054.092
Iran,2006,29003.518
Iran,2007,30459.473
Iran,2008,31396.146
Iran,2009,31751.764
Iran,2010,31864.209
Iran,2011,32708.865
Iran,2012,32494.855
Iran,2013,33143.285
Iran,2014,33995.758
Iran,2015,32897.086
Iran,2016,33927.59
Iran,2017,34678.99
Iran,2018,35620.734
Iran,2019,36449.31
Iran,2020,37879.355
Iran,2021,37219.195
Iran,2022,38495.457
Iran,2023,38691.266
Iraq,2017,14170.75
Iraq,2018,14404.442
Iraq,2019,15051.832
Ireland,1979,30234.973
Ireland,1980,28881.453
Ireland,1981,27868.84
Ireland,1982,27501.785
Ireland,1983,26943.8
Ireland,1984,26591.156
Ireland,1985,27686.209
Ireland,1986,29805.387
Ireland,1987,30364.049
Ireland,1988,30194.041
Ireland,1989,31409.465
Ireland,1990,33231.85
Ireland,1991,34311.664
Ireland,1992,34176.715
Ireland,1993,34780.047
Ireland,1994,36005.8
Ireland,1995,36727.367
Ireland,1996,38476.49
Ireland,1997,39371.62
Ireland,1998,41679.64
Ireland,1999,43600.95
Ireland,2000,45058.2
Ireland,2001,47042.203
Ireland,2002,45528.76
Ireland,2003,43834.76
Ireland,2004,43728.254
Ireland,2005,44345.406
Ireland,2006,44203.062
Ireland,2007,43379.25
Ireland,2008,41685.367
Ireland,2009,36479.72
Ireland,2010,36858.07
Ireland,2011,33906.03
Ireland,2012,33273.816
Ireland,2013,32311.059
Ireland,2014,31514.48
Ireland,2015,32383.404
Ireland,2016,33901.582
Ireland,2017,32799.8
Ireland,2018,32523.857
Ireland,2019,31375.68
Ireland,2020,27938.451
Ireland,2021,29369.143
Ireland,2022,29604.428
Ireland,2023,27773.898
Israel,1980,24722.584
Israel,1981,24667.633
Israel,1982,26134.555
Israel,1983,25584.684
Israel,1984,25983.723
Israel,1985,23488.953
Israel,1986,24057.135
Israel,1987,25114.232
Israel,1988,26185.271
Israel,1989,26627.947
Israel,1990,26883.107
Israel,1991,26555.662
Israel,1992,30143.557
Israel,1993,31898.97
Israel,1994,32452.564
Israel,1995,35616.67
Israel,1996,36031.4
Israel,1997,38503.953
Israel,1998,39648.945
Israel,1999,40235.31
Israel,2000,37155.652
Israel,2001,36414.6
Israel,2002,36429.594
Israel,2003,36842.88
Israel,2004,36878.996
Israel,2005,36394.348
Israel,2006,35975.68
Israel,2007,36669.67
Israel,2008,37068.51
Israel,2009,35357.58
Israel,2010,36085.27
Israel,2011,36069.1
Israel,2012,37043.4
Israel,2013,34366.004
Israel,2014,32795.492
Israel,2015,33883.82
Israel,2016,33752.98
Israel,2017,33746.48
Israel,2018,33865.797
Israel,2019,33951.055
Israel,2020,31174.807
Israel,2021,31119.898
Israel,2022,32213.994
Israel,2023,31346.912
Italy,1965,15252.905
Italy,1966,16543.133
Italy,1967,18121.703
Italy,1968,19670.861
Italy,1969,21364.555
Italy,1970,23651.611
Italy,1971,24958.193
Italy,1972,26009.441
Italy,1973,27299.904
Italy,1974,27054.16
Italy,1975,26090.473
Italy,1976,27640.72
Italy,1977,26999.543
Italy,1978,27867.664
Italy,1979,28794.363
Italy,1980,27908.086
Italy,1981,27286.143
Italy,1982,26542.268
Italy,1983,25977.293
Italy,1984,26307.791
Italy,1985,26257.266
Italy,1986,26941.795
Italy,1987,28325.26
Italy,1988,29007.744
Italy,1989,30235.63
Italy,1990,30869.578
Italy,1991,31320.445
Italy,1992,31150.586
Italy,1993,30451.164
Italy,1994,30211.85
Italy,1995,31891.756
Italy,1996,31625.91
Italy,1997,32199.582
Italy,1998,32973.438
Italy,1999,33715.055
Italy,2000,34214.336
Italy,2001,34002.03
Italy,2002,34008.35
Italy,2003,35063.156
Italy,2004,35237.258
Italy,2005,35372.855
Italy,2006,34959.434
Italy,2007,34198.258
Italy,2008,32737.068
Italy,2009,29598.832
Italy,2010,30154.527
Italy,2011,29142.582
Italy,2012,27720.693
Italy,2013,25389.186
Italy,2014,23447.893
Italy,2015,24853.418
Italy,2016,25083.414
Italy,2017,25688.057
Italy,2018,25469.297
Italy,2019,25021.668
Italy,2020,22201.4
Italy,2021,24308.145
Italy,2022,24294.357
Italy,2023,22643.973
Japan,1965,16154.097
Japan,1966,18340.178
Japan,1967,20956.025
Japan,1968,22847.215
Japan,1969,26606.885
Japan,1970,30186.268
Japan,1971,30989.744
Japan,1972,32857.137
Japan,1973,36320.465
Japan,1974,34829.89
Japan,1975,33902.86
Japan,1976,34846.26
Japan,1977,34660.29
Japan,1978,34536.746
Japan,1979,34402.676
Japan,1980,32306.521
Japan,1981,31413.229
Japan,1982,29704.11
Japan,1983,30154.06
Japan,1984,31046.088
Japan,1985,30905.268
Japan,1986,30591.121
Japan,1987,31627.588
Japan,1988,33521.332
Japan,1989,34137.06
Japan,1990,35085.91
Japan,1991,35910.7
Japan,1992,36454.21
Japan,1993,36095.73
Japan,1994,37987.637
Japan,1995,38428.312
Japan,1996,39071.75
Japan,1997,39107.56
Japan,1998,38085.367
Japan,1999,39065.312
Japan,2000,39797.36
Japan,2001,39274.535
Japan,2002,39233.41
Japan,2003,40733.523
Japan,2004,40169.31
Japan,2005,41058.516
Japan,2006,40446.44
Japan,2007,40802.51
Japan,2008,40492.84
Japan,2009,35960.164
Japan,2010,37992.56
Japan,2011,38395.664
Japan,2012,41083.32
Japan,2013,40703.45
Japan,2014,39657.9
Japan,2015,38672.41
Japan,2016,38021.918
Japan,2017,38132.48
Japan,2018,37308.977
Japan,2019,36220.367
Japan,2020,33450.93
Japan,2021,34636.355
Japan,2022,34646.324
Japan,2023,32709.63
Kazakhstan,1985,50645.824
Kazakhstan,1986,50893.465
Kazakhstan,1987,50747.973
Kazakhstan,1988,51263.14
Kazakhstan,1989,49544.77
Kazakhstan,1990,49662.973
Kazakhstan,1991,49177.78
Kazakhstan,1992,48456.004
Kazakhstan,1993,42658.484
Kazakhstan,1994,38108
Kazakhstan,1995,34918.117
Kazakhstan,1996,30925.791
Kazakhstan,1997,27781.037
Kazakhstan,1998,26792.451
Kazakhstan,1999,25486.498
Kazakhstan,2000,22806.006
Kazakhstan,2001,25681.8
Kazakhstan,2002,25946.77
Kazakhstan,2003,28519.605
Kazakhstan,2004,30112.65
Kazakhstan,2005,30794.748
Kazakhstan,2006,32945.42
Kazakhstan,2007,36222.49
Kazakhstan,2008,37938.39
Kazakhstan,2009,33519.227
Kazakhstan,2010,35418.28
Kazakhstan,2011,39861.902
Kazakhstan,2012,41449.484
Kazakhstan,2013,40962.312
Kazakhstan,2014,42443.965
Kazakhstan,2015,34226.887
Kazakhstan,2016,37571.504
Kazakhstan,2017,40073.266
Kazakhstan,2018,41015.184
Kazakhstan,2019,41028.434
Kazakhstan,2020,37124.52
Kazakhstan,2021,41115.29
Kazakhstan,2022,40449.348
Kazakhstan,2023,40325.87
Kuwait,2000,109536.44
Kuwait,2001,107600.5
Kuwait,2002,110790.91
Kuwait,2003,128997.9
Kuwait,2004,140639.6
Kuwait,2005,149455.02
Kuwait,2006,135875.53
Kuwait,2007,124447.086
Kuwait,2008,127410.766
Kuwait,2009,122660.586
Kuwait,2010,133508.5
Kuwait,2011,125379.16
Kuwait,2012,117201.99
Kuwait,2013,116364.945
Kuwait,2014,109965.305
Kuwait,2015,113736.98
Kuwait,2016,109394.28
Kuwait,2017,107962.33
Kuwait,2018,106504.36
Kuwait,2019,94592.94
Kuwait,2020,91209.484
Kuwait,2021,99665.63
Kuwait,2022,101181.68
Kuwait,2023,101548.734
Latvia,1985,36714.54
Latvia,1986,33682.977
Latvia,1987,29526.426
Latvia,1988,28316.03
Latvia,1989,27613.287
Latvia,1990,27207.44
Latvia,1991,26127.73
Latvia,1992,18618.945
Latvia,1993,15404.687
Latvia,1994,14521.672
Latvia,1995,13961.649
Latvia,1996,14190.277
Latvia,1997,13219.672
Latvia,1998,13277.543
Latvia,1999,12543.885
Latvia,2000,12289.738
Latvia,2001,13700.639
Latvia,2002,14516.004
Latvia,2003,14701.956
Latvia,2004,16052.498
Latvia,2005,16628.648
Latvia,2006,16589.967
Latvia,2007,17413.95
Latvia,2008,17289.344
Latvia,2009,15909.924
Latvia,2010,18672.34
Latvia,2011,17095.893
Latvia,2012,16727.598
Latvia,2013,16797.38
Latvia,2014,16238.265
Latvia,2015,16857.516
Latvia,2016,17534.809
Latvia,2017,17302.104
Latvia,2018,17230.428
Latvia,2019,18518.146
Latvia,2020,15932.275
Latvia,2021,16990.518
Latvia,2022,15091.6875
Latvia,2023,14966.555
Lithuania,1985,41556.668
Lithuania,1986,37147.98
Lithuania,1987,39533.145
Lithuania,1988,38830.31
Lithuania,1989,39803.137
Lithuania,1990,38699.367
Lithuania,1991,41472.008
Lithuania,1992,23420.834
Lithuania,1993,17807.97
Lithuania,1994,17477.604
Lithuania,1995,17271.55
Lithuania,1996,18209.557
Lithuania,1997,17712.062
Lithuania,1998,18591.426
Lithuania,1999,16226.644
Lithuania,2000,14892.124
Lithuania,2001,16110.332
Lithuania,2002,16304.228
Lithuania,2003,16766.383
Lithuania,2004,17636.547
Lithuania,2005,19142.244
Lithuania,2006,19443.82
Lithuania,2007,21431.418
Lithuania,2008,21311.56
Lithuania,2009,18360.207
Lithuania,2010,20098.104
Lithuania,2011,20981.492
Lithuania,2012,21083.963
Lithuania,2013,19292.094
Lithuania,2014,18760.172
Lithuania,2015,19764.055
Lithuania,2016,20189.621
Lithuania,2017,21104.088
Lithuania,2018,22228.857
Lithuania,2019,22083.98
Lithuania,2020,21983.818
Lithuania,2021,22041.352
Lithuania,2022,20133.79
Lithuania,2023,20136.857
Lower-middle-income countries,1965,849.9788
Lower-middle-income countries,1966,891.574
Lower-middle-income countries,1967,906.6086
Lower-middle-income countries,1968,951.7366
Lower-middle-income countries,1969,998.53394
Lower-middle-income countries,1970,1001.59015
Lower-middle-income countries,1971,1014.9093
Lower-middle-income countries,1972,1054.0563
Lower-middle-income countries,1973,1091.6079
Lower-middle-income countries,1974,1126.3387
Lower-middle-income countries,1975,1197.2736
Lower-middle-income countries,1976,1234.6302
Lower-middle-income countries,1977,1302.6473
Lower-middle-income countries,1978,1297.0035
Lower-middle-income countries,1979,1382.5898
Lower-middle-income countries,1980,1392.1477
Lower-middle-income countries,1981,1474.6681
Lower-middle-income countries,1982,1528.6841
Lower-middle-income countries,1983,1620.7776
Lower-middle-income countries,1984,1656.2915
Lower-middle-income countries,1985,3400.8677
Lower-middle-income countries,1986,3403.7695
Lower-middle-income countries,1987,3478.5076
Lower-middle-income countries,1988,3475.9844
Lower-middle-income countries,1989,3492.4277
Lower-middle-income countries,1990,3780.0166
Lower-middle-income countries,1991,3691.4639
Lower-middle-income countries,1992,3517.9514
Lower-middle-income countries,1993,3318.0447
Lower-middle-income countries,1994,3245.6985
Lower-middle-income countries,1995,3331.1494
Lower-middle-income countries,1996,3343.004
Lower-middle-income countries,1997,3368.8772
Lower-middle-income countries,1998,3390.018
Lower-middle-income countries,1999,3457.7522
Lower-middle-income countries,2000,3530.9604
Lower-middle-income countries,2001,3537.5852
Lower-middle-income countries,2002,3610.9739
Lower-middle-income countries,2003,3647.2786
Lower-middle-income countries,2004,3807.3643
Lower-middle-income countries,2005,3931.956
Lower-middle-income countries,2006,4010.9482
Lower-middle-income countries,2007,4195.2163
Lower-middle-income countries,2008,4319.937
Lower-middle-income countries,2009,4374.9326
Lower-middle-income countries,2010,4469.924
Lower-middle-income countries,2011,4582.6313
Lower-middle-income countries,2012,4671.503
Lower-middle-income countries,2013,4691.1245
Lower-middle-income countries,2014,4812.9785
Lower-middle-income countries,2015,4840.414
Lower-middle-income countries,2016,4895.924
Lower-middle-income countries,2017,5075.5312
Lower-middle-income countries,2018,5254.27
Lower-middle-income countries,2019,5305.4136
Lower-middle-income countries,2020,5039.0244
Lower-middle-income countries,2021,5250.882
Lower-middle-income countries,2022,5286.792
Lower-middle-income countries,2023,5458.4834
Luxembourg,1965,125983.69
Luxembourg,1966,119552.98
Luxembourg,1967,116793.19
Luxembourg,1968,125805.98
Luxembourg,1969,135060.73
Luxembourg,1970,139754.66
Luxembourg,1971,133634.83
Luxembourg,1972,136108.36
Luxembourg,1973,143086.84
Luxembourg,1974,144202.52
Luxembourg,1975,118992.51
Luxembourg,1976,118635.125
Luxembourg,1977,109548.14
Luxembourg,1978,113130.2
Luxembourg,1979,115644.01
Luxembourg,1980,106278.6
Luxembourg,1981,90518.49
Luxembourg,1982,84708.266
Luxembourg,1983,79058.81
Luxembourg,1984,85102.38
Luxembourg,1985,87387.02
Luxembourg,1986,84891.53
Luxembourg,1987,79520.61
Luxembourg,1988,80941.64
Luxembourg,1989,92447.875
Luxembourg,1990,96791.94
Luxembourg,1991,102575.625
Luxembourg,1992,101649.63
Luxembourg,1993,101646.734
Luxembourg,1994,96276.445
Luxembourg,1995,82455.7
Luxembourg,1996,83911.87
Luxembourg,1997,80901.58
Luxembourg,1998,76870.375
Luxembourg,1999,80341.79
Luxembourg,2000,84232.09
Luxembourg,2001,89217.24
Luxembourg,2002,96728.55
Luxembourg,2003,100331.24
Luxembourg,2004,111848.38
Luxembourg,2005,111728.9
Luxembourg,2006,107765.38
Luxembourg,2007,101783.08
Luxembourg,2008,99120.56
Luxembourg,2009,93077.45
Luxembourg,2010,96361.93
Luxembourg,2011,91805.05
Luxembourg,2012,87676.82
Luxembourg,2013,81055.984
Luxembourg,2014,76148.305
Luxembourg,2015,71774.78
Luxembourg,2016,68829.23
Luxembourg,2017,69403.67
Luxembourg,2018,70922.484
Luxembourg,2019,70234.88
Luxembourg,2020,57319.543
Luxembourg,2021,60717.13
Luxembourg,2022,53171.402
Luxembourg,2023,50604.4
Malaysia,1970,3949.8076
Malaysia,1971,4392.2227
Malaysia,1972,4782.5903
Malaysia,1973,4949.1387
Malaysia,1974,4927.4478
Malaysia,1975,4966.6523
Malaysia,1976,5453.083
Malaysia,1977,6299.744
Malaysia,1978,8178.9736
Malaysia,1979,9150.046
Malaysia,1980,9265.178
Malaysia,1981,9309.121
Malaysia,1982,9749.091
Malaysia,1983,10899.81
Malaysia,1984,11116.755
Malaysia,1985,10639.337
Malaysia,1986,11342.441
Malaysia,1987,11217.115
Malaysia,1988,11356.526
Malaysia,1989,12534.345
Malaysia,1990,13077.46
Malaysia,1991,16023.865
Malaysia,1992,17697.732
Malaysia,1993,17226.408
Malaysia,1994,17590.086
Malaysia,1995,18849.223
Malaysia,1996,20732.895
Malaysia,1997,23676.77
Malaysia,1998,22111.412
Malaysia,1999,22670
Malaysia,2000,25659.174
Malaysia,2001,25747.527
Malaysia,2002,26595.418
Malaysia,2003,28216.72
Malaysia,2004,29753.021
Malaysia,2005,31476.67
Malaysia,2006,31074.904
Malaysia,2007,32496.963
Malaysia,2008,32809.344
Malaysia,2009,31162.104
Malaysia,2010,31730.775
Malaysia,2011,31585.357
Malaysia,2012,33947.586
Malaysia,2013,34793.297
Malaysia,2014,34470.91
Malaysia,2015,34421.12
Malaysia,2016,35237.793
Malaysia,2017,34692.074
Malaysia,2018,34842.598
Malaysia,2019,35261.71
Malaysia,2020,33319.11
