Entity,Year,Renewables per capita (kWh - equivalent)
North Macedonia,1991,1231.1768
North Macedonia,1992,1242.5653
North Macedonia,1993,772.97375
North Macedonia,1994,1036.6461
North Macedonia,1995,1193.8423
North Macedonia,1996,1260.3566
North Macedonia,1997,1327.8301
North Macedonia,1998,1590.9923
North Macedonia,1999,2029.4972
North Macedonia,2000,1697.6344
North Macedonia,2001,895.6186
North Macedonia,2002,1070.1388
North Macedonia,2003,1923.9409
North Macedonia,2004,2057.253
North Macedonia,2005,2055.2656
North Macedonia,2006,2255.9995
North Macedonia,2007,1370.7249
North Macedonia,2008,1138.4882
North Macedonia,2009,1707.6849
North Macedonia,2010,3224.998
North Macedonia,2011,1888.188
North Macedonia,2012,1364.5063
North Macedonia,2013,2070.2559
North Macedonia,2014,1663.8384
North Macedonia,2015,2598.3494
North Macedonia,2016,2631.3623
North Macedonia,2017,1646.8004
North Macedonia,2018,2474.9912
North Macedonia,2019,1690.4691
North Macedonia,2020,1851.2733
North Macedonia,2021,2080.064
North Macedonia,2022,1980.1394
North Macedonia,2023,2701.6265
Norway,1965,39271.824
Norway,1966,38404.617
Norway,1967,41648.008
Norway,1968,46648.74
Norway,1969,44092.07
Norway,1970,44106.676
Norway,1971,47916.73
Norway,1972,50686.23
Norway,1973,54401.156
Norway,1974,56831.832
Norway,1975,57059.42
Norway,1976,60172.855
Norway,1977,52671.047
Norway,1978,58797.312
Norway,1979,64400.06
Norway,1980,60513.01
Norway,1981,66955.734
Norway,1982,66469.69
Norway,1983,75696.38
Norway,1984,75636.83
Norway,1985,72908.17
Norway,1986,68278.516
Norway,1987,72950.016
Norway,1988,76484.93
Norway,1989,82846.96
Norway,1990,84614.59
Norway,1991,76569.91
Norway,1992,80651.97
Norway,1993,81947.08
Norway,1994,76328.13
Norway,1995,82653.81
Norway,1996,70321.09
Norway,1997,73866.21
Norway,1998,77403.51
Norway,1999,80696.03
Norway,2000,93578.22
Norway,2001,78600.39
Norway,2002,83431.375
Norway,2003,67381.695
Norway,2004,68671.49
Norway,2005,84573.23
Norway,2006,73532.76
Norway,2007,81115.82
Norway,2008,82934.78
Norway,2009,73395.375
Norway,2010,67273.59
Norway,2011,68192.81
Norway,2012,78790.75
Norway,2013,70295.03
Norway,2014,73050.93
Norway,2015,73023.74
Norway,2016,74936.03
Norway,2017,74508.41
Norway,2018,72104.35
Norway,2019,65694.484
Norway,2020,74671.1
Norway,2021,76100.9
Norway,2022,69344.59
Norway,2023,72834.836
Oceania,1965,3244.4958
Oceania,1966,3250.6318
Oceania,1967,3264.8193
Oceania,1968,3371.0913
Oceania,1969,3404.1892
Oceania,1970,3695.2622
Oceania,1971,4045.0222
Oceania,1972,4089.6755
Oceania,1973,4103.809
Oceania,1974,4404.6685
Oceania,1975,4693.034
Oceania,1976,4367.676
Oceania,1977,4110.7554
Oceania,1978,4335.232
Oceania,1979,4578.1367
Oceania,1980,4544.1035
Oceania,1981,4566.09
Oceania,1982,4202.948
Oceania,1983,4228.5396
Oceania,1984,4385.388
Oceania,1985,4328.519
Oceania,1986,4566.258
Oceania,1987,4429.4785
Oceania,1988,4593.2783
Oceania,1989,4528.3594
Oceania,1990,4610.4355
Oceania,1991,4609.996
Oceania,1992,4366.8438
Oceania,1993,4620.3594
Oceania,1994,4761.1514
Oceania,1995,4817.629
Oceania,1996,4644.27
Oceania,1997,4295.6367
Oceania,1998,4453.101
Oceania,1999,4235.806
Oceania,2000,4342.5264
Oceania,2001,3948.7507
Oceania,2002,4202.8345
Oceania,2003,4057.5994
Oceania,2004,4383.6787
Oceania,2005,4144.8623
Oceania,2006,4144.838
Oceania,2007,4031.9854
Oceania,2008,3797.753
Oceania,2009,4014.4595
Oceania,2010,4212.8447
Oceania,2011,4828.2407
Oceania,2012,4566.873
Oceania,2013,4861.93
Oceania,2014,4722.569
Oceania,2015,4871.054
Oceania,2016,5226.5166
Oceania,2017,4884.2607
Oceania,2018,5474.532
Oceania,2019,5687.3853
Oceania,2020,6042.9487
Oceania,2021,6740.287
Oceania,2022,7359.498
Oceania,2023,7715.6875
Oman,1980,0
Oman,1981,0
Oman,1982,0
Oman,1983,0
Oman,1984,0
Oman,1985,0
Oman,1986,0
Oman,1987,0
Oman,1988,0
Oman,1989,0
Oman,1990,0
Oman,1991,0
Oman,1992,0
Oman,1993,0
Oman,1994,0
Oman,1995,0
Oman,1996,0
Oman,1997,0
Oman,1998,0
Oman,1999,0
Pakistan,1965,125.28261
Pakistan,1966,122.08506
Pakistan,1967,140.89604
Pakistan,1968,164.85115
Pakistan,1969,169.25146
Pakistan,1970,145.68898
Pakistan,1971,185.24986
Pakistan,1972,189.82457
Pakistan,1973,194.74425
Pakistan,1974,190.24573
Pakistan,1975,212.5365
Pakistan,1976,223.84648
Pakistan,1977,257.7509
Pakistan,1978,309.97525
Pakistan,1979,323.80197
Pakistan,1980,325.95712
Pakistan,1981,325.6554
Pakistan,1982,351.5951
Pakistan,1983,392.7019
Pakistan,1984,394.39062
Pakistan,1985,396.5314
Pakistan,1986,365.9958
Pakistan,1987,464.4304
Pakistan,1988,470.10822
Pakistan,1989,461.89383
Pakistan,1990,437.7399
Pakistan,1991,453.5334
Pakistan,1992,481.93118
Pakistan,1993,516.5975
Pakistan,1994,492.51218
Pakistan,1995,505.28003
Pakistan,1996,534.30475
Pakistan,1997,385.94934
Pakistan,1998,490.0226
Pakistan,1999,424.795
Pakistan,2000,355.49576
Pakistan,2001,354.99585
Pakistan,2002,383.81522
Pakistan,2003,447.39148
Pakistan,2004,462.83102
Pakistan,2005,504.1274
Pakistan,2006,483.383
Pakistan,2007,492.38016
Pakistan,2008,413.21017
Pakistan,2009,422.38608
Pakistan,2010,425.6884
Pakistan,2011,425.33878
Pakistan,2012,146.87599
Pakistan,2013,421.8409
Pakistan,2014,428.3502
Pakistan,2015,432.14258
Pakistan,2016,458.59555
Pakistan,2017,417.13376
Pakistan,2018,412.7272
Pakistan,2019,480.85425
Pakistan,2020,510.93448
Pakistan,2021,482.18005
Pakistan,2022,455.1257
Pakistan,2023,473.5597
Peru,1965,658.833
Peru,1966,689.26587
Peru,1967,750.52264
Peru,1968,782.80505
Peru,1969,828.2151
Peru,1970,770.9502
Peru,1971,963.0761
Peru,1972,968.2655
Peru,1973,1010.9917
Peru,1974,1080.7322
Peru,1975,1101.8998
Peru,1976,1131.7458
Peru,1977,1145.6896
Peru,1978,1141.6907
Peru,1979,1192.3793
Peru,1980,1200.5112
Peru,1981,1332.0449
Peru,1982,1377.4025
Peru,1983,1297.8861
Peru,1984,1357.8995
Peru,1985,1432.2432
Peru,1986,1496.3501
Peru,1987,1577.0739
Peru,1988,1478.2031
Peru,1989,1458.1718
Peru,1990,1419.816
Peru,1991,1523.5477
Peru,1992,1261.5314
Peru,1993,1498.5809
Peru,1994,1587.4661
Peru,1995,1583.2771
Peru,1996,1599.3806
Peru,1997,1559.941
Peru,1998,1597.1155
Peru,1999,1654.7881
Peru,2000,1813.5548
Peru,2001,1934.9463
Peru,2002,1954.5319
Peru,2003,1974.9697
Peru,2004,1832.2853
Peru,2005,1871.158
Peru,2006,2035.7699
Peru,2007,2012.1047
Peru,2008,1948.3047
Peru,2009,2030.7041
Peru,2010,2055.1829
Peru,2011,2172.715
Peru,2012,2235.5134
Peru,2013,2280.554
Peru,2014,2288.5032
Peru,2015,2380.963
Peru,2016,2365.469
Peru,2017,2766.6584
Peru,2018,2910.1455
Peru,2019,2911.1582
Peru,2020,2798.768
Peru,2021,2896.5276
Peru,2022,2675.0325
Peru,2023,2637.223
Philippines,1965,139.71219
Philippines,1966,133.3528
Philippines,1967,143.50644
Philippines,1968,143.08693
Philippines,1969,147.13138
Philippines,1970,165.63934
Philippines,1971,148.76631
Philippines,1972,165.58397
Philippines,1973,173.73291
Philippines,1974,146.5337
Philippines,1975,158.47081
Philippines,1976,190.10706
Philippines,1977,140.07617
Philippines,1978,181.31346
Philippines,1979,218.99223
Philippines,1980,334.9228
Philippines,1981,447.61758
Philippines,1982,439.10464
Philippines,1983,498.6426
Philippines,1984,581.2398
Philippines,1985,613.5869
Philippines,1986,605.23773
Philippines,1987,514.5044
Philippines,1988,569.7533
Philippines,1989,590.3139
Philippines,1990,565.43317
Philippines,1991,500.5115
Philippines,1992,454.00168
Philippines,1993,468.4064
Philippines,1994,521.31287
Philippines,1995,517.4855
Philippines,1996,554.34454
Philippines,1997,529.176
Philippines,1998,540.6454
Philippines,1999,698.2831
Philippines,2000,718.9813
Philippines,2001,631.79016
Philippines,2002,605.474
Philippines,2003,604.7393
Philippines,2004,628.70703
Philippines,2005,594.6448
Philippines,2006,648.8227
Philippines,2007,587.9663
Philippines,2008,632.8476
Philippines,2009,612.8878
Philippines,2010,535.75385
Philippines,2011,582.5172
Philippines,2012,602.28156
Philippines,2013,572.3775
Philippines,2014,560.1414
Philippines,2015,583.46454
Philippines,2016,602.2244
Philippines,2017,625.0524
Philippines,2018,616.983
Philippines,2019,577.1345
Philippines,2020,549.2533
Philippines,2021,588.0989
Philippines,2022,610.3835
Philippines,2023,622.5818
Poland,1965,87.511284
Poland,1966,87.94734
Poland,1967,93.5056
Poland,1968,97.50508
Poland,1969,82.55228
Poland,1970,167.01588
Poland,1971,151.6911
Poland,1972,152.66841
Poland,1973,150.80362
Poland,1974,209.2071
Poland,1975,193.45157
Poland,1976,159.17224
Poland,1977,191.91142
Poland,1978,189.42677
Poland,1979,173.62013
Poland,1980,217.83002
Poland,1981,200.2111
Poland,1982,149.80771
Poland,1983,167.19159
Poland,1984,142.76688
Poland,1985,181.38246
Poland,1986,153.72859
Poland,1987,146.79965
Poland,1988,148.15236
Poland,1989,134.07286
Poland,1990,114.690926
Poland,1991,117.34267
Poland,1992,125.75766
Poland,1993,119.906265
Poland,1994,137.77722
Poland,1995,150.94724
Poland,1996,159.74698
Poland,1997,165.2264
Poland,1998,196.50345
Poland,1999,182.5119
Poland,2000,180.43849
Poland,2001,214.38727
Poland,2002,211.99687
Poland,2003,180.87662
Poland,2004,240.43353
Poland,2005,312.6417
Poland,2006,360.06665
Poland,2007,451.04205
Poland,2008,647.8703
Poland,2009,846.22406
Poland,2010,1043.4899
Poland,2011,1227.7501
Poland,2012,1542.1094
Poland,2013,1529.3766
Poland,2014,1728.0852
Poland,2015,1893.0917
Poland,2016,1827.3677
Poland,2017,1937.5521
Poland,2018,1852.42
Poland,2019,2151.451
Poland,2020,2360.3708
Poland,2021,2525.8994
Poland,2022,2904.4429
Poland,2023,3387.3687
Portugal,1965,1395.0657
Portugal,1966,1828.3942
Portugal,1967,1899.1571
Portugal,1968,1821.5292
Portugal,1969,2230.2705
Portugal,1970,2044.7809
Portugal,1971,2149.4248
Portugal,1972,2412.9182
Portugal,1973,2489.226
Portugal,1974,2612.6575
Portugal,1975,2141.5068
Portugal,1976,1595.8186
Portugal,1977,3194.452
Portugal,1978,3414.878
Portugal,1979,3508.1223
Portugal,1980,2526.396
Portugal,1981,1606.4023
Portugal,1982,2180.0527
Portugal,1983,2516.701
Portugal,1984,3014.0532
Portugal,1985,3337.737
Portugal,1986,2707.9707
Portugal,1987,2896.6443
Portugal,1988,3816.7683
Portugal,1989,1928.353
Portugal,1990,2926.9263
Portugal,1991,2937.628
Portugal,1992,1661.4547
Portugal,1993,2818.7769
Portugal,1994,3457.8423
Portugal,1995,2784.7825
Portugal,1996,4650.5894
Portugal,1997,4177.3164
Portugal,1998,4134.0137
Portugal,1999,2524.63
Portugal,2000,3722.781
Portugal,2001,4490.5557
Portugal,2002,2761.0034
Portugal,2003,4940.642
Portugal,2004,3425.1628
Portugal,2005,2290.1475
Portugal,2006,4353.7764
Portugal,2007,4539.0684
Portugal,2008,4104.837
Portugal,2009,5147.3584
Portugal,2010,7892.914
Portugal,2011,6752.2744
Portugal,2012,5480.2036
Portugal,2013,8115.648
Portugal,2014,8663.652
Portugal,2015,6873.01
Portugal,2016,8816.179
Portugal,2017,6279.687
Portugal,2018,8034.7524
Portugal,2019,7509.2393
Portugal,2020,8175.1196
Portugal,2021,8625.668
Portugal,2022,7561.7236
Portugal,2023,9266.482
Qatar,1965,0
Qatar,1966,0
Qatar,1967,0
Qatar,1968,0
Qatar,1969,0
Qatar,1970,0
Qatar,1971,0
Qatar,1972,0
Qatar,1973,0
Qatar,1974,0
Qatar,1975,0
Qatar,1976,0
Qatar,1977,0
Qatar,1978,0
Qatar,1979,0
Qatar,1980,0
Qatar,1981,0
Qatar,1982,0
Qatar,1983,0
Qatar,1984,0
Qatar,1985,0
Qatar,1986,0
Qatar,1987,0
Qatar,1988,0
Qatar,1989,0
Qatar,1990,0
Qatar,1991,0
Qatar,1992,0
Qatar,1993,0
Qatar,1994,0
Qatar,1995,0
Qatar,1996,0
Qatar,1997,0
Qatar,1998,0
Qatar,1999,0
Romania,1965,155.45132
Romania,1966,159.222
Romania,1967,225.5734
Romania,1968,236.67668
Romania,1969,332.576
Romania,1970,411.57895
Romania,1971,659.7919
Romania,1972,1065.3018
Romania,1973,1081.8364
Romania,1974,1199.8009
Romania,1975,1307.697
Romania,1976,1117.6089
Romania,1977,1274.6643
Romania,1978,1436.7992
Romania,1979,1524.5098
Romania,1980,1688.908
Romania,1981,1693.6804
Romania,1982,1569.6589
Romania,1983,1324.8783
Romania,1984,1490.7991
Romania,1985,1668.8832
Romania,1986,1415.1768
Romania,1987,1463.1046
Romania,1988,1923.161
Romania,1989,1774.865
Romania,1990,1477.8346
Romania,1991,1888.4352
Romania,1992,1517.6183
Romania,1993,1661.7637
Romania,1994,1704.4697
Romania,1995,2190.5967
Romania,1996,2078.135
Romania,1997,2324.3655
Romania,1998,2520.622
Romania,1999,2453.9824
Romania,2000,1993.5503
Romania,2001,2011.2598
Romania,2002,2163.3977
Romania,2003,1790.5005
Romania,2004,2235.7476
Romania,2005,2744.141
Romania,2006,2498.6775
Romania,2007,2204.8923
Romania,2008,2378.2073
Romania,2009,2145.6514
Romania,2010,2838.4585
Romania,2011,2337.011
Romania,2012,2137.4756
Romania,2013,2808.888
Romania,2014,3482.8416
Romania,2015,3650.0308
Romania,2016,3805.3665
Romania,2017,3456.4646
Romania,2018,3720.716
Romania,2019,3560.719
Romania,2020,3598.4102
Romania,2021,3826.7659
Romania,2022,3399.4355
Romania,2023,3894.0027
Russia,1985,3305.2476
Russia,1986,3373.3896
Russia,1987,3307.3184
Russia,1988,3248.9084
Russia,1989,3205.5322
Russia,1990,3334.7246
Russia,1991,3349.486
Russia,1992,3432.8281
Russia,1993,3462.4692
Russia,1994,3496.594
Russia,1995,3509.5002
Russia,1996,3079.3467
Russia,1997,3147.914
Russia,1998,3174.9155
Russia,1999,3222.2068
Russia,2000,3305.59
Russia,2001,3495.8523
Russia,2002,3254.8167
Russia,2003,3121.9915
Russia,2004,3515.8232
Russia,2005,3445.9963
Russia,2006,3449.7454
Russia,2007,3507.2976
Russia,2008,3245.493
Russia,2009,3407.627
Russia,2010,3236.115
Russia,2011,3148.0962
Russia,2012,3129.9692
Russia,2013,3438.772
Russia,2014,3270.5881
Russia,2015,3144.8884
Russia,2016,3427.9265
Russia,2017,3415.113
Russia,2018,3495.4106
Russia,2019,3559.6794
Russia,2020,3914.4082
Russia,2021,3992.3079
Russia,2022,3722.9792
Russia,2023,3795.4863
Saudi Arabia,1965,0
Saudi Arabia,1966,0
Saudi Arabia,1967,0
Saudi Arabia,1968,0
Saudi Arabia,1969,0
Saudi Arabia,1970,0
Saudi Arabia,1971,0
Saudi Arabia,1972,0
Saudi Arabia,1973,0
Saudi Arabia,1974,0
Saudi Arabia,1975,0
Saudi Arabia,1976,0
Saudi Arabia,1977,0
Saudi Arabia,1978,0
Saudi Arabia,1979,0
Saudi Arabia,1980,0
Saudi Arabia,1981,0
Saudi Arabia,1982,0
Saudi Arabia,1983,0
Saudi Arabia,1984,0
Saudi Arabia,1985,0
Saudi Arabia,1986,0
Saudi Arabia,1987,0
Saudi Arabia,1988,0
Saudi Arabia,1989,0
Saudi Arabia,1990,0
Saudi Arabia,1991,0
Saudi Arabia,1992,0
Saudi Arabia,1993,0
Saudi Arabia,1994,0
Saudi Arabia,1995,0
Saudi Arabia,1996,0
Saudi Arabia,1997,0
Saudi Arabia,1998,0
Saudi Arabia,1999,0
Saudi Arabia,2000,0
Saudi Arabia,2001,0
Saudi Arabia,2002,0
Saudi Arabia,2003,0
Saudi Arabia,2004,0
Saudi Arabia,2005,0
Saudi Arabia,2006,0
Saudi Arabia,2007,0
Saudi Arabia,2008,0.062372092
Saudi Arabia,2009,0.05970977
Saudi Arabia,2010,0.38587517
Saudi Arabia,2011,0.49333984
Saudi Arabia,2012,2.280709
Saudi Arabia,2013,3.6770337
Saudi Arabia,2014,3.869071
Saudi Arabia,2015,3.772733
Saudi Arabia,2016,3.6756127
Saudi Arabia,2017,5.4368186
Saudi Arabia,2018,12.413835
Saudi Arabia,2019,15.629426
Saudi Arabia,2020,15.539911
Saudi Arabia,2021,60.8558
Saudi Arabia,2022,163.36195
Saudi Arabia,2023,405.6225
Singapore,1965,0
Singapore,1966,0
Singapore,1967,0
Singapore,1968,0
Singapore,1969,0
Singapore,1970,0
Singapore,1971,0
Singapore,1972,0
Singapore,1973,0
Singapore,1974,0
Singapore,1975,0
Singapore,1976,0
Singapore,1977,0
Singapore,1978,0
Singapore,1979,0
Singapore,1980,0
Singapore,1981,0
Singapore,1982,0
Singapore,1983,0
Singapore,1984,0
Singapore,1985,0
Singapore,1986,98.67762
Singapore,1987,96.398476
Singapore,1988,94.19776
Singapore,1989,92.113174
Singapore,1990,89.78092
Singapore,1991,250.6195
Singapore,1992,242.2656
Singapore,1993,234.57066
Singapore,1994,227.44325
Singapore,1995,220.68762
Singapore,1996,214.15945
Singapore,1997,207.96677
Singapore,1998,202.28404
Singapore,1999,197.17458
Slovakia,1965,1506.4141
Slovakia,1966,1431.4375
Slovakia,1967,1217.2252
Slovakia,1968,1109.518
Slovakia,1969,858.172
Slovakia,1970,1285.7566
Slovakia,1971,957.6544
Slovakia,1972,994.41907
Slovakia,1973,842.25244
Slovakia,1974,1402.0311
Slovakia,1975,1249.6957
Slovakia,1976,1247.3319
Slovakia,1977,1472.5469
Slovakia,1978,1367.8743
Slovakia,1979,1129.7905
Slovakia,1980,1341.7928
Slovakia,1981,1159.9695
Slovakia,1982,1011.01685
Slovakia,1983,1065.8679
Slovakia,1984,898.93933
Slovakia,1985,1216.3329
Slovakia,1986,957.01697
Slovakia,1987,1098.3871
Slovakia,1988,993.2257
Slovakia,1989,1106.0973
Slovakia,1990,1056.6075
Slovakia,1991,788.4961
Slovakia,1992,1080.3092
Slovakia,1993,1926.3708
Slovakia,1994,2412.0876
Slovakia,1995,2697.2168
Slovakia,1996,2332.684
Slovakia,1997,2239.58
Slovakia,1998,2349.1475
Slovakia,1999,2461.4907
Slovakia,2000,2538.0818
Slovakia,2001,2846.7163
Slovakia,2002,2956.624
Slovakia,2003,1941.5841
Slovakia,2004,2215.1316
Slovakia,2005,2513.4426
Slovakia,2006,2654.2644
Slovakia,2007,2754.0344
Slovakia,2008,2575.4382
Slovakia,2009,2766.4043
Slovakia,2010,3313.9172
Slovakia,2011,2865.4773
Slovakia,2012,3055.1394
Slovakia,2013,3495.1562
Slovakia,2014,3531.6296
Slovakia,2015,3471.2898
Slovakia,2016,3733.3645
Slovakia,2017,3673.622
Slovakia,2018,3293.3945
Slovakia,2019,3708.413
Slovakia,2020,3799.5046
Slovakia,2021,3791.369
Slovakia,2022,3191.139
Slovakia,2023,3787.2842
Slovenia,1990,4427.972
Slovenia,1991,5361.7563
Slovenia,1992,5082.8857
Slovenia,1993,4505.965
Slovenia,1994,5046.9688
Slovenia,1995,4829.5195
Slovenia,1996,5448.5327
Slovenia,1997,4593.382
Slovenia,1998,5130.8555
Slovenia,1999,5616.1445
Slovenia,2000,5825.895
Slovenia,2001,5741.107
Slovenia,2002,5038.7437
Slovenia,2003,4506.4126
Slovenia,2004,6103.286
Slovenia,2005,5118.4756
Slovenia,2006,5256.946
Slovenia,2007,4808.455
Slovenia,2008,6149.975
Slovenia,2009,6915.4663
Slovenia,2010,6708.765
Slovenia,2011,5435.8433
Slovenia,2012,6081.1216
Slovenia,2013,7107.6255
Slovenia,2014,8928.556
Slovenia,2015,5860.7407
Slovenia,2016,6649.736
Slovenia,2017,5854.638
Slovenia,2018,7050.9805
Slovenia,2019,6881.2295
Slovenia,2020,7512.0327
Slovenia,2021,7369.1714
Slovenia,2022,5514.1714
Slovenia,2023,8388.416
South Africa,1965,5.702167
South Africa,1966,5.379125
South Africa,1967,3.7667365
South Africa,1968,3.371304
South Africa,1969,2.861042
South Africa,1970,3.3048868
South Africa,1971,14.379589
South Africa,1972,104.0626
South Africa,1973,119.45587
South Africa,1974,133.48126
South Africa,1975,128.47513
South Africa,1976,209.48825
South Africa,1977,211.33899
South Africa,1978,201.79962
South Africa,1979,117.8797
South Africa,1980,99.55806
South Africa,1981,161.67677
South Africa,1982,96.8429
South Africa,1983,55.214146
South Africa,1984,50.53416
South Africa,1985,54.666637
South Africa,1986,137.60007
South Africa,1987,132.3793
South Africa,1988,250.0411
South Africa,1989,210.98036
South Africa,1990,74.8932
South Africa,1991,143.11172
South Africa,1992,53.2475
South Africa,1993,10.152053
South Africa,1994,73.39853
South Africa,1995,35.562317
South Africa,1996,91.61785
South Africa,1997,146.89359
South Africa,1998,118.94305
South Africa,1999,59.865356
South Africa,2000,102.69357
South Africa,2001,136.31848
South Africa,2002,169.5144
South Africa,2003,89.43796
South Africa,2004,96.26507
South Africa,2005,107.19878
South Africa,2006,195.96262
South Africa,2007,207.1004
South Africa,2008,112.64786
South Africa,2009,116.07638
South Africa,2010,92.04803
South Africa,2011,201.3309
South Africa,2012,94.71308
South Africa,2013,108.412674
South Africa,2014,224.2419
South Africa,2015,343.83374
South Africa,2016,412.27853
South Africa,2017,596.2375
South Africa,2018,595.8959
South Africa,2019,592.6483
South Africa,2020,641.0883
South Africa,2021,806.4145
South Africa,2022,860.46027
South Africa,2023,878.7182
South America,1965,685.6325
South America,1966,744.5043
South America,1967,768.2353
South America,1968,796.2612
South America,1969,838.37476
South America,1970,991.7968
South America,1971,1080.0741
South America,1972,1199.6525
South America,1973,1315.6691
South America,1974,1476.0419
South America,1975,1573.831
South America,1976,1711.4116
South America,1977,1876.2932
South America,1978,2034.4777
South America,1979,2270.2737
South America,1980,2494.9707
South America,1981,2458.3503
South America,1982,2632.5754
South America,1983,2814.1428
South America,1984,3048.4004
South America,1985,3254.9695
South America,1986,3470.2205
South America,1987,3619.366
South America,1988,3682.5105
South America,1989,3718.9653
South America,1990,3769.8923
South America,1991,3948.4575
South America,1992,3965.704
South America,1993,4190.209
South America,1994,4381.0117
South America,1995,4469.2134
South America,1996,4564.254
South America,1997,4730.485
South America,1998,4750.7363
South America,1999,4680.8105
South America,2000,4821.215
South America,2001,4459.509
South America,2002,4605.2646
South America,2003,4708.1777
South America,2004,4792.2188
South America,2005,4988.9917
South America,2006,5116.783
South America,2007,5309.5693
South America,2008,5385.608
South America,2009,5501.6885
South America,2010,5547.3955
South America,2011,5745.583
South America,2012,5610.4507
South America,2013,5510.502
South America,2014,5444.244
South America,2015,5451.466
South America,2016,5538.6914
South America,2017,5687.4736
South America,2018,5897.329
South America,2019,5967.202
South America,2020,5867.956
South America,2021,5788.255
South America,2022,6362.7656
South America,2023,6678.267
South Korea,1965,71.99341
South Korea,1966,97.6461
South Korea,1967,92.287506
South Korea,1968,88.00842
South Korea,1969,132.36687
South Korea,1970,110.718475
South Korea,1971,117.25279
South Korea,1972,119.06297
South Korea,1973,109.58396
South Korea,1974,159.56136
South Korea,1975,138.49014
South Korea,1976,145.0791
South Korea,1977,111.57245
South Korea,1978,143.17789
South Korea,1979,179.91832
South Korea,1980,148.76746
South Korea,1981,198.32205
South Korea,1982,128.72755
South Korea,1983,169.36989
South Korea,1984,145.29892
South Korea,1985,228.40878
South Korea,1986,219.95135
South Korea,1987,276.5119
South Korea,1988,136.69305
South Korea,1989,201.1688
South Korea,1990,313.99188
South Korea,1991,231.77696
South Korea,1992,205.01732
South Korea,1993,278.40848
South Korea,1994,153.79428
South Korea,1995,197.4962
South Korea,1996,185.37224
South Korea,1997,186.71274
South Korea,1998,277.9894
South Korea,1999,271.0076
South Korea,2000,260.1778
South Korea,2001,152.57553
South Korea,2002,212.8318
South Korea,2003,312.65436
South Korea,2004,284.681
South Korea,2005,248.8339
South Korea,2006,250.2582
South Korea,2007,287.66
South Korea,2008,305.82794
South Korea,2009,329.89053
South Korea,2010,412.12247
South Korea,2011,503.80746
South Korea,2012,554.958
South Korea,2013,712.6778
South Korea,2014,855.4189
South Korea,2015,977.374
South Korea,2016,1127.1725
South Korea,2017,1349.2662
South Korea,2018,1702.3119
South Korea,2019,1980.1736
South Korea,2020,2354.4546
South Korea,2021,2753.0427
South Korea,2022,3146.5671
South Korea,2023,3186.7188
Spain,1965,1812.8492
Spain,1966,2482.9321
Spain,1967,2041.691
Spain,1968,2174.919
Spain,1969,2702.8484
Spain,1970,2434.6003
Spain,1971,2761.0771
Spain,1972,3044.347
Spain,1973,2454.893
Spain,1974,2563.043
Spain,1975,2165.372
Spain,1976,1729.2266
Spain,1977,3236.2637
Spain,1978,3255.9087
Spain,1979,3710.6885
Spain,1980,2361.448
Spain,1981,1754.1875
Spain,1982,2090.8533
Spain,1983,2142.149
Spain,1984,2474.6606
Spain,1985,2455.4468
Spain,1986,2074.5842
Spain,1987,2139.0217
Spain,1988,2742.7969
Spain,1989,1521.7036
Spain,1990,1978.3607
Spain,1991,2114.7183
Spain,1992,1482.3124
Spain,1993,1884.8153
Spain,1994,2168.2666
Spain,1995,1818.7312
Spain,1996,3056.846
Spain,1997,2731.2285
Spain,1998,2712.4753
Spain,1999,2004.6565
Spain,2000,2607.5293
Spain,2001,3555.6445
Spain,2002,2471.4524
Spain,2003,3892.0793
Spain,2004,3429.089
Spain,2005,2756.0002
Spain,2006,3357.5244
Spain,2007,3769.437
Spain,2008,4045.11
Spain,2009,4818.989
Spain,2010,6269.031
Spain,2011,5693.308
Spain,2012,5846.065
Spain,2013,6833.716
Spain,2014,6796.6787
Spain,2015,6011.459
Spain,2016,6451.484
Spain,2017,5505.172
Spain,2018,6506.4775
Spain,2019,5985.927
Spain,2020,6860.0273
Spain,2021,7478.2627
Spain,2022,7275.1367
Spain,2023,8247.912
Sri Lanka,1965,97.80506
Sri Lanka,1966,104.41306
Sri Lanka,1967,104.7761
Sri Lanka,1968,118.311325
Sri Lanka,1969,133.95155
Sri Lanka,1970,176.6971
Sri Lanka,1971,192.89299
Sri Lanka,1972,193.95825
Sri Lanka,1973,156.2049
Sri Lanka,1974,219.8414
Sri Lanka,1975,233.00333
Sri Lanka,1976,235.85475
Sri Lanka,1977,253.51186
Sri Lanka,1978,280.2765
Sri Lanka,1979,294.44214
Sri Lanka,1980,292.87634
Sri Lanka,1981,305.75885
Sri Lanka,1982,307.9041
Sri Lanka,1983,229.85979
Sri Lanka,1984,389.76736
Sri Lanka,1985,440.19476
Sri Lanka,1986,479.31934
Sri Lanka,1987,389.03183
Sri Lanka,1988,457.76407
Sri Lanka,1989,487.51233
Sri Lanka,1990,540.5189
Sri Lanka,1991,529.1363
Sri Lanka,1992,486.53815
Sri Lanka,1993,629.69684
Sri Lanka,1994,671.30774
Sri Lanka,1995,734.3196
Sri Lanka,1996,524.81
Sri Lanka,1997,552.5218
Sri Lanka,1998,623.70483
Sri Lanka,1999,662.179
Sri Lanka,2000,505.21667
Sri Lanka,2001,484.79724
Sri Lanka,2002,413.22183
Sri Lanka,2003,499.48303
Sri Lanka,2004,439.9412
Sri Lanka,2005,504.90604
Sri Lanka,2006,666.30023
Sri Lanka,2007,558.5204
